ei_1,ei_2,ei_3,ei_4,ei_5,D_star,Ar_i
0.0,0.01640911074374737,0.9374618705493334,0.04612901870691879,0.0,3.0,0.9199999999999999
0.0,0.04601390290300447,0.9539860970969962,0.0,0.0,3.0,0.9199999999999999
0.0,0.022331881977370113,0.975203356694781,0.0024647613278491074,0.0,3.0,0.9199999999999999
0.0,0.043416607795672836,0.9558833292766151,0.0007000629277119676,0.0,3.0,0.9199999999999999
0.0,0.09074998506383121,0.9092500149361691,0.0,0.0,3.0,0.75
0.0,0.07844667002854003,0.9215533299714602,0.0,0.0,3.0,0.75
0.0,0.08409452933443133,0.8929685879864121,0.02293688267915674,0.0,3.0,0.83
0.0,0.014209160738544802,0.9518977929630267,0.03389304629842851,0.0,3.0,0.83
0.0,0.0810279451080588,0.8749927998265141,0.04397925506542706,0.0,3.0,0.83
0.0,0.13253746827084054,0.8674625317291594,0.0,0.0,3.0,0.92
0.0,0.16014384011654023,0.8398561598834601,0.0,0.0,3.0,0.92
0.0,0.014445417029309765,0.9855545829706902,0.0,0.0,3.0,0.92
0.0,0.09972849823139317,0.9002715017686062,0.0,0.0,3.0,0.75
0.0,0.06842573976059757,0.930303387219612,0.0012708730197907411,0.0,3.0,0.75
0.0,0.0161242150344017,0.9687537212600762,0.015122063705522555,0.0,3.0,0.62
0.0,0.03269313132499368,0.9419497504554614,0.025357118219545456,0.0,3.0,0.62
0.0,0.024077113226535524,0.9759228867734642,0.0,0.0,3.0,0.75
0.0,0.14237650192170043,0.8576234980782991,0.0,0.0,3.0,0.75
0.0,0.11924638775709644,0.8807536122429038,0.0,0.0,3.0,0.75
0.0,0.006924842060141721,0.9910293385194064,0.0020458194204516587,0.0,3.0,0.88
0.0,0.01084041947705496,0.9650501045141902,0.02410947600875461,0.0,3.0,0.75
0.0,0.10398967508032968,0.8960103249196698,0.0,0.0,3.0,0.88
0.025540476722924806,0.3837649481736521,0.5906945751034285,0.0,0.0,3.0,0.5
0.1785183736972161,0.3680608553528976,0.4534207709498874,0.0,0.0,3.0,0.5
0.0,0.03572134086178762,0.9637907277812056,0.00048793135700694857,0.0,3.0,0.9199999999999999
0.0,0.001645858842404304,0.9982804922608344,7.364889676136944e-05,0.0,3.0,1.0
0.0,0.030112932515953643,0.9698870674840467,0.0,0.0,3.0,1.0
0.0,0.03728195583815549,0.9627180441618447,0.0,0.0,3.0,0.9199999999999999
0.0,0.1178704573530095,0.8821295426469908,0.0,0.0,3.0,0.9199999999999999
0.0,0.017732893164647486,0.9496423106254653,0.03262479620988696,0.0,3.0,1.0
0.0,0.0005016190521002186,0.9994929272420249,5.453705875390383e-06,0.0,3.0,1.0
0.0,0.0005945361516797999,0.9993807175467703,2.4746301549960868e-05,0.0,3.0,1.0
0.0,8.308195579742095e-06,0.9999907520281598,9.39776260570801e-07,0.0,3.0,1.0
0.0,0.13709909304824386,0.8629009069517564,0.0,0.0,3.0,1.0
0.0,0.018062788293087707,0.9819372117069117,0.0,0.0,3.0,0.88
0.0,0.0023503010427260974,0.9976141059671925,3.559299008149813e-05,0.0,3.0,1.0
0.0,0.006709451928091248,0.9932905480719082,0.0,0.0,3.0,1.0
0.0,0.038752238977074895,0.9612477610229251,0.0,0.0,3.0,0.88
0.0,0.013652500252219884,0.9863474997477805,0.0,0.0,3.0,0.87
0.0,0.017262271725948304,0.980636444480464,0.002101283793588084,0.0,3.0,0.87
0.07913818769490075,0.40408411751013285,0.5167776947949648,0.0,0.0,3.0,0.5
0.0,0.0025221779228266866,0.997227735258386,0.00025008681878726385,0.0,3.0,1.0
0.0,0.1226960278807123,0.8773039721192869,0.0,0.0,3.0,1.0
0.0,0.003690504921489597,0.9883459104288406,0.00796358464966966,0.0,3.0,0.75
0.1785183736972161,0.3680608553528976,0.4534207709498874,0.0,0.0,3.0,0.5
0.1785183736972161,0.3680608553528976,0.4534207709498874,0.0,0.0,3.0,0.5
0.1784052051421455,0.3477334857949752,0.4738613090628799,0.0,0.0,3.0,0.5
0.0,0.13709909304824386,0.8629009069517564,0.0,0.0,3.0,1.0
0.1785183736972161,0.3680608553528976,0.4534207709498874,0.0,0.0,3.0,0.5
0.1785183736972161,0.3680608553528976,0.4534207709498874,0.0,0.0,3.0,0.5
0.1785183736972161,0.3680608553528976,0.4534207709498874,0.0,0.0,3.0,0.5
0.0,0.011028511479236539,0.9816788324407434,0.007292656080020395,0.0,3.0,0.75
0.0,0.046251125083955506,0.9537488749160451,0.0,0.0,3.0,1.0
0.0,0.09547193770981437,0.9045280622901859,0.0,0.0,3.0,0.9199999999999999
0.0,0.018069754384483876,0.9819302456155167,0.0,0.0,3.0,1.0
0.0,0.11139549096767232,0.888604509032327,0.0,0.0,3.0,0.87
0.0,0.046251125083955506,0.9537488749160451,0.0,0.0,3.0,1.0
0.0,0.10398967508032968,0.8960103249196698,0.0,0.0,3.0,0.92
0.0,0.05758176324250499,0.9424182367574949,0.0,0.0,3.0,0.9199999999999999
0.0,0.11139549096767232,0.888604509032327,0.0,0.0,3.0,0.88
0.0,0.030112932515953643,0.9698870674840467,0.0,0.0,3.0,1.0
0.0,0.0502895586674843,0.9497104413325156,0.0,0.0,3.0,1.0
0.0,0.01877303879460338,0.9812269612053967,0.0,0.0,3.0,0.9199999999999999
0.0,0.011452258665618251,0.9885477413343817,0.0,0.0,3.0,1.0
0.0,0.033548447436562635,0.9657186653737236,0.0007328871897129764,0.0,3.0,0.87
0.0,0.010149388656734305,0.9897289451155875,0.00012166622767820886,0.0,3.0,1.0
0.0,0.16014384011654023,0.8398561598834601,0.0,0.0,3.0,0.92
0.0,0.020884792943537876,0.9791152070564627,0.0,0.0,3.0,0.9199999999999999
0.0,0.04305126102408804,0.9561640286664826,0.0007847103094286988,0.0,3.0,0.88
0.0,0.010956187797029424,0.9889199533230302,0.0001238588799408098,0.0,3.0,1.0
0.0,0.14961932162769154,0.850380678372309,0.0,0.0,3.0,0.92
0.0,0.1178704573530095,0.8821295426469908,0.0,0.0,3.0,0.9199999999999999
0.0,0.10398967508032968,0.8960103249196698,0.0,0.0,3.0,0.88
0.0,0.1178704573530095,0.8821295426469908,0.0,0.0,3.0,0.9199999999999999
0.0,0.10398967508032968,0.8960103249196698,0.0,0.0,3.0,0.88
0.0,0.11139549096767232,0.888604509032327,0.0,0.0,3.0,0.88
0.0,0.10398967508032968,0.8960103249196698,0.0,0.0,3.0,0.88
0.0,0.07869203005456873,0.9199467650815234,0.001361204863907974,0.0,3.0,0.75
0.0,0.14237650192170043,0.8576234980782991,0.0,0.0,3.0,0.75
0.0,0.006048314715972981,0.9934302093627418,0.0005214759212851108,0.0,3.0,0.75
0.0,0.00041228193837973206,0.9995647207516267,2.2997309993386026e-05,0.0,3.0,1.0
0.0,0.01494147839810162,0.9846123298769203,0.00044619172497827134,0.0,3.0,1.0
0.0,0.004126648168701074,0.9953641009740997,0.0005092508571995622,0.0,3.0,1.0
0.0,0.021705179620501655,0.9624619927004145,0.015832827679083252,0.0,3.0,0.75
0.0,0.04326470928464359,0.9517259140811726,0.005009376634183275,0.0,3.0,0.75
0.0,0.11399788757314308,0.8656364136738924,0.020365698752964186,0.0,3.0,0.75
0.0,0.11399788757314308,0.8656364136738924,0.020365698752964186,0.0,3.0,0.75
0.0,0.04273649496356225,0.9525830496391791,0.0046804553972585915,0.0,3.0,1.0
0.0,0.04273649496356225,0.9525830496391791,0.0046804553972585915,0.0,3.0,1.0
0.0,0.08563216719889188,0.9143678328011084,0.0,0.0,3.0,0.9199999999999999
0.0,0.07972001568613007,0.9194419686246583,0.0008380156892111406,0.0,3.0,0.9199999999999999
0.0,0.1178704573530095,0.8821295426469908,0.0,0.0,3.0,0.9199999999999999
0.0,0.04252584440745573,0.9551062005732825,0.002367955019261,0.0,3.0,0.87
0.0,0.048396808280343755,0.9494116648462239,0.0021915268734324926,0.0,3.0,0.88
0.0,0.048013801742689925,0.9307087988555229,0.021277399401787463,0.0,3.0,0.75
0.0,0.09825158446447194,0.9017484155355275,0.0,0.0,3.0,0.87
0.0,0.10398967508032968,0.8960103249196698,0.0,0.0,3.0,0.88
0.0,0.11399788757314308,0.8656364136738924,0.020365698752964186,0.0,3.0,0.75
0.0,0.059243211098201375,0.9407567889017984,0.0,0.0,3.0,0.88
0.0,0.11473922514462283,0.8852607748553779,0.0,0.0,3.0,0.88
0.17122927465862142,0.2264485125838048,0.6023222127575745,0.0,0.0,3.0,0.5
0.17122927465862142,0.2264485125838048,0.6023222127575745,0.0,0.0,3.0,0.5
0.0,0.0366589474962292,0.9633410525037711,0.0,0.0,3.0,1.0
0.0,0.05570611883527504,0.9430775354382144,0.0012163457265107608,0.0,3.0,0.75
0.0,0.014942168641865676,0.9848444587750036,0.0002133725831302656,0.0,3.0,1.0
0.0,0.05758176324250499,0.9424182367574949,0.0,0.0,3.0,0.88
0.0,0.07145199843449197,0.9272940717843078,0.0012539297812010053,0.0,3.0,0.75
0.2822741495893396,0.3289438787801739,0.388781971630485,0.0,0.0,3.0,0.63
0.0,0.10398967508032968,0.8960103249196698,0.0,0.0,3.0,0.88
0.0,0.13709909304824386,0.8629009069517564,0.0,0.0,3.0,1.0
0.0,0.030112932515953643,0.9698870674840467,0.0,0.0,3.0,0.75
0.0,0.10398967508032968,0.8960103249196698,0.0,0.0,3.0,0.63
0.0,0.02277071777552329,0.9772292822244761,0.0,0.0,3.0,1.0
0.0,0.018238695506171843,0.9612141114061049,0.02054719308772298,0.0,3.0,0.9199999999999999
0.0,0.011183135990240798,0.9888168640097588,0.0,0.0,3.0,1.0
0.0,0.10398967508032968,0.8960103249196698,0.0,0.0,3.0,0.88
0.0,0.11139549096767232,0.888604509032327,0.0,0.0,3.0,0.88
0.0,0.0017295717682087556,0.9982621896611659,8.238570625579362e-06,0.0,3.0,1.0
0.0,0.0001133498670915701,0.9998865889012521,6.123165534895283e-08,0.0,3.0,1.0
0.0,0.027211497805360224,0.9724329981650546,0.0003555040295847324,0.0,3.0,0.9199999999999999
0.0,0.10398967508032968,0.8960103249196698,0.0,0.0,3.0,0.88
0.0,0.1178704573530095,0.8821295426469908,0.0,0.0,3.0,0.9199999999999999
0.0,0.10398967508032968,0.8960103249196698,0.0,0.0,3.0,0.88
0.0,0.005768684595369218,0.9942313154046304,0.0,0.0,3.0,1.0
0.0,0.005636707076413641,0.9943150118586448,4.8281064940665144e-05,0.0,3.0,1.0
0.0,0.012381143360316696,0.9874164095199947,0.0002024471196887191,0.0,3.0,0.5
0.0,0.018069754384483876,0.9819302456155167,0.0,0.0,3.0,1.0
0.0,0.010439966181772216,0.9893699782000144,0.00019005561821343014,0.0,3.0,0.75
0.0,0.005803686560824364,0.9941963134391751,0.0,0.0,3.0,0.5
0.0,0.002691311361861887,0.997308688638138,0.0,0.0,3.0,1.0
0.0,0.011781868285784317,0.9882181317142152,0.0,0.0,3.0,0.75
0.0,0.01834408475921384,0.980389289781006,0.001266625459779744,0.0,3.0,0.9199999999999999
0.0,0.06474486015564208,0.9342645382096509,0.0009906016347059762,0.0,3.0,0.9199999999999999
0.0,0.1178704573530095,0.8821295426469908,0.0,0.0,3.0,0.9199999999999999
0.0665587510062434,0.5060315999579881,0.42653658835578173,0.0008730606799871616,0.0,2.0,1.0
0.0,0.03189766182860286,0.968102338171397,0.0,0.0,3.0,0.75
0.0,0.010727286469877221,0.9517329253980504,0.03753978813207242,0.0,3.0,0.75
0.0,0.016296509568324742,0.9826717498256067,0.0010317406060684317,0.0,3.0,0.75
0.0,0.05530542963129991,0.8796993723313541,0.06499519803734571,0.0,3.0,0.75
0.0,0.01084041947705496,0.9650501045141902,0.02410947600875461,0.0,3.0,0.75
0.0,0.09547193770981437,0.9045280622901859,0.0,0.0,3.0,0.9199999999999999
0.13348812000176377,0.38443558507279335,0.4820762949254413,0.0,0.0,3.0,0.5
0.04339759793784302,0.6106714622072681,0.34593093985488826,0.0,0.0,2.0,0.75
0.14965056294563917,0.5477046655315632,0.3026447715227972,0.0,0.0,2.0,1.0
0.13348812000176377,0.38443558507279335,0.4820762949254413,0.0,0.0,3.0,0.5
0.0,0.05994001099124312,0.9400599890087571,0.0,0.0,3.0,0.9199999999999999
0.025606347846691874,0.34037146588128026,0.6340221862720306,0.0,0.0,3.0,0.5
0.0,0.08292592245742017,0.9170740775425803,0.0,0.0,3.0,0.75
0.13324277174794458,0.310773749720957,0.5559834785310981,0.0,0.0,3.0,0.5
0.1785183736972161,0.3680608553528976,0.4534207709498874,0.0,0.0,3.0,0.5
0.0858874850589277,0.3201858550389484,0.5588891975695115,0.03503746233261289,0.0,3.0,0.5
0.0,0.1178704573530095,0.8821295426469908,0.0,0.0,3.0,0.9199999999999999
0.0,0.03580899968254675,0.9636118913268058,0.0005791089906478094,0.0,3.0,0.9199999999999999
0.0,0.022163667300816998,0.9778363326991827,0.0,0.0,3.0,0.9199999999999999
0.0,0.1178704573530095,0.8821295426469908,0.0,0.0,3.0,0.9199999999999999
0.0,0.030345319093820888,0.9138479301385065,0.05580675076767239,0.0,3.0,0.75
0.02547494363031496,0.4269357479276663,0.5475893084420187,0.0,0.0,3.0,0.5
0.0,0.010238110980513653,0.9669739144966542,0.022787974522832193,0.0,3.0,0.75
0.1785183736972161,0.3680608553528976,0.4534207709498874,0.0,0.0,3.0,0.5
0.0,0.043416607795672836,0.9558833292766151,0.0007000629277119676,0.0,3.0,0.88
0.0,0.0010652023402915407,0.9989347976597084,0.0,0.0,3.0,1.0
0.0,0.0033631529186197427,0.9964227855228851,0.00021406155849504753,0.0,3.0,0.92
0.0,0.021214613229398733,0.9782851013552073,0.0005002854153948872,0.0,3.0,0.88
0.0,0.06801969659166335,0.9319803034083365,0.0,0.0,3.0,1.0
0.0,0.06388826757794827,0.9348577111387744,0.0012540212832772735,0.0,3.0,1.0
0.0,0.14237650192170043,0.8576234980782991,0.0,0.0,3.0,1.0
0.0,0.04159536238775647,0.9577121510500715,0.0006924865621720427,0.0,3.0,0.88
0.0,0.013842706518756518,0.9778846656048886,0.008272627876355661,0.0,3.0,0.92
0.0,0.13709909304824386,0.8629009069517564,0.0,0.0,3.0,1.0
0.0,0.13709909304824386,0.8629009069517564,0.0,0.0,3.0,1.0
0.0,0.038383044626806785,0.9311767242394835,0.030440231133709673,0.0,3.0,0.92
0.0,0.13709909304824386,0.8629009069517564,0.0,0.0,3.0,1.0
0.0,0.04245814273531616,0.957541857264684,0.0,0.0,3.0,0.88
0.0,0.02607404556240494,0.9604622856975198,0.013463668740075017,0.0,3.0,0.75
0.0,0.06277554359012807,0.935669811479319,0.0015546449305523602,0.0,3.0,0.87
0.0,0.154348567685162,0.8456514323148382,0.0,0.0,3.0,0.87
0.0,0.11399788757314308,0.8656364136738924,0.020365698752964186,0.0,3.0,0.75
0.0,0.04187122751106354,0.9000929614738178,0.058035811015118524,0.0,3.0,0.75
0.0,0.04261259833707677,0.9473520674486157,0.010035334214307174,0.0,3.0,0.9199999999999999
0.0,0.014491649279515227,0.9463283084945716,0.03918004222591283,0.0,3.0,0.75
0.0,0.02484076751235004,0.9746400676035384,0.0005191648841121906,0.0,3.0,0.9199999999999999
0.13348812000176377,0.38443558507279335,0.4820762949254413,0.0,0.0,3.0,0.5
0.1785183736972161,0.3680608553528976,0.4534207709498874,0.0,0.0,3.0,0.5
0.0,0.1178704573530095,0.8821295426469908,0.0,0.0,3.0,0.9199999999999999
0.0,0.005305323405942242,0.9923801169389559,0.0023145596551011707,0.0,3.0,0.87
0.0,0.022012901374761598,0.9779870986252386,0.0,0.0,3.0,1.0
0.1785183736972161,0.3680608553528976,0.4534207709498874,0.0,0.0,3.0,0.5
0.0,0.007261419996809626,0.9921665674856046,0.0005720125175854283,0.0,3.0,0.87
0.0,0.00206855338286096,0.9947317381175268,0.0031997084996118062,0.0,3.0,0.75
0.0,0.004804424178619037,0.9951497114867252,4.5864334655356635e-05,0.0,3.0,1.0
0.0,0.04877397017702092,0.9504179441153625,0.0008080857076155503,0.0,3.0,0.87
0.1785183736972161,0.3680608553528976,0.4534207709498874,0.0,0.0,3.0,0.5
0.0,0.028076910416803543,0.9586965359285744,0.013226553654622494,0.0,3.0,0.87
0.0,0.048013801742689925,0.9307087988555229,0.021277399401787463,0.0,3.0,0.75
0.0,0.002192534480841446,0.9859283942963767,0.011879071222781956,0.0,3.0,0.75
0.1785183736972161,0.3680608553528976,0.4534207709498874,0.0,0.0,3.0,0.5
0.0,0.11399788757314308,0.8656364136738924,0.020365698752964186,0.0,3.0,0.75
0.0,0.05439262233256493,0.9422957923672516,0.0033115853001838176,0.0,3.0,1.0
0.0,0.04646241207558142,0.9432800247263067,0.010257563198112005,0.0,3.0,0.88
0.0,0.05208798935150382,0.9479120106484964,0.0,0.0,3.0,0.88
0.0,0.046068425093091905,0.9539315749069086,0.0,0.0,3.0,0.88
0.0,0.04305126102408804,0.9561640286664826,0.0007847103094286988,0.0,3.0,0.88
0.0,0.014584149432742886,0.98478063923229,0.0006352113349665186,0.0,3.0,0.88
0.0,0.05278235996192642,0.946393181367092,0.0008244586709806819,0.0,3.0,0.88
0.0,0.10398967508032968,0.8960103249196698,0.0,0.0,3.0,0.88
0.0,0.10398967508032968,0.8960103249196698,0.0,0.0,3.0,0.88
0.0,0.03071326429534801,0.9675991771992224,0.0016875585054297849,0.0,3.0,0.88
0.0,0.04245814273531616,0.957541857264684,0.0,0.0,3.0,0.88
0.0,0.08686387981823783,0.9131361201817626,0.0,0.0,3.0,0.8300000000000001
0.0,0.02728593632392366,0.9727140636760767,0.0,0.0,3.0,0.83
0.0,0.06388812191868698,0.936111878081314,0.0,0.0,3.0,0.8300000000000001
0.0,0.00031702680611296884,0.9996829731938878,0.0,0.0,3.0,0.75
0.0,0.052282825556480034,0.9477171744435205,0.0,0.0,3.0,0.63
0.0,0.031079954057339706,0.9689200459426595,0.0,0.0,3.0,0.8300000000000001
0.0,0.06551098739084846,0.9344890126091505,0.0,0.0,3.0,0.8300000000000001
0.0,0.027212040758331304,0.9727879592416685,0.0,0.0,3.0,0.67
0.0,0.0585109910905079,0.9414890089094916,0.0,0.0,3.0,0.9199999999999999
0.0,0.04226033046460928,0.9577396695353911,0.0,0.0,3.0,0.8300000000000001
0.0,0.013766150348312838,0.9858508408350098,0.0003830088166774411,0.0,3.0,0.8300000000000001
0.0,0.016057727399260074,0.9839422726007403,0.0,0.0,3.0,0.9199999999999999
0.0,0.06393887237394569,0.9360611276260542,0.0,0.0,3.0,0.67
0.0,0.04286907466447305,0.9565235731080268,0.0006073522275008897,0.0,3.0,0.63
0.0,0.0019238701768496274,0.9980676306503875,8.499172764652449e-06,0.0,3.0,0.75
0.0,0.042783569858611335,0.9566083085958396,0.0006081215455498365,0.0,3.0,0.8300000000000001
0.0,0.02326199953504849,0.9763987781524437,0.0003392223125071863,0.0,3.0,0.8300000000000001
0.0,0.008862321559702242,0.990434227188128,0.0007034512521697011,0.0,3.0,0.83
0.0,0.012961562786113661,0.9853886729291308,0.0016497642847553761,0.0,3.0,0.83
0.0,0.012207061006252901,0.9861660268724719,0.0016269121212751925,0.0,3.0,0.8300000000000001
0.0,0.035846126764028534,0.9641538732359721,0.0,0.0,3.0,0.8300000000000001
0.0,0.035846126764028534,0.9641538732359721,0.0,0.0,3.0,0.9199999999999999
0.0,0.0662391310382788,0.9337608689617221,0.0,0.0,3.0,0.67
0.0,0.014445417029309765,0.9855545829706902,0.0,0.0,3.0,0.8300000000000001
0.0,0.021003892227418757,0.9789961077725821,0.0,0.0,3.0,0.8300000000000001
0.0,0.030345319093820888,0.9138479301385065,0.05580675076767239,0.0,3.0,0.75
0.0,0.11399788757314308,0.8656364136738924,0.020365698752964186,0.0,3.0,0.75
0.0,0.15208504639790382,0.8479149536020968,0.0,0.0,3.0,0.83
0.0,0.018958714506871206,0.9810412854931293,0.0,0.0,3.0,0.88
0.0,0.06627447390632556,0.9337255260936741,0.0,0.0,3.0,0.83
0.0,0.15835935552948538,0.8416406444705146,0.0,0.0,3.0,0.83
0.0,0.10398967508032968,0.8960103249196698,0.0,0.0,3.0,0.88
0.0,0.09100009021546393,0.9089999097845362,0.0,0.0,3.0,0.88
0.0,0.10398967508032968,0.8960103249196698,0.0,0.0,3.0,0.88
0.0,0.03505141953130966,0.9640627049017189,0.0008858755669711693,0.0,3.0,0.75
0.0,0.04757759375545928,0.9524224062445407,0.0,0.0,3.0,1.0
0.0,0.1226960278807123,0.8773039721192869,0.0,0.0,3.0,0.75
0.0,0.04081225008343342,0.9554670370203905,0.0037207128961757353,0.0,3.0,0.75
0.0,0.02001013094057873,0.9788762026347858,0.0011136664246356117,0.0,3.0,1.0
0.0,0.011591208904560448,0.9517160799793336,0.03669271111610527,0.0,3.0,0.87
0.0,0.049682569278689685,0.9503174307213106,0.0,0.0,3.0,0.92
0.0,0.00025346738658595526,0.9997417101683044,4.82244510987782e-06,0.0,3.0,1.0
0.0,0.024245200643621963,0.9735629758410015,0.002191823515376435,0.0,3.0,1.0
0.0,0.05227382410452846,0.9457404482984584,0.001985727597014115,0.0,3.0,0.92
0.0,0.09042045478387149,0.9055836152966659,0.003995929919462698,0.0,3.0,1.0
0.0,0.09386814429551534,0.906131855704485,0.0,0.0,3.0,0.92
0.0,0.0892457234482729,0.8965778019358357,0.014176474615892387,0.0,3.0,0.87
0.0,0.011028511479236539,0.9816788324407434,0.007292656080020395,0.0,3.0,1.0
0.0,0.004029417612187219,0.9959705823878144,0.0,0.0,3.0,0.75
0.0,0.0010652023402915407,0.9989347976597084,0.0,0.0,3.0,1.0
0.0,0.03728195583815549,0.9627180441618447,0.0,0.0,3.0,0.8300000000000001
0.0,0.0013499287711323043,0.9986500712288682,0.0,0.0,3.0,1.0
0.0,0.0672567606125055,0.9327432393874949,0.0,0.0,3.0,0.8300000000000001
0.0,0.030112932515953643,0.9698870674840467,0.0,0.0,3.0,0.75
0.0,0.06755614674989112,0.9324438532501095,0.0,0.0,3.0,0.8300000000000001
0.0,0.04273649496356225,0.9525830496391791,0.0046804553972585915,0.0,3.0,1.0
0.0,0.01780747819061137,0.947158058067897,0.03503446374149184,0.0,3.0,0.58
0.0,0.02299996584214785,0.9403184683867849,0.036681565771067064,0.0,3.0,0.58
0.0,0.023471345857475102,0.9258569345623876,0.05067171958013755,0.0,3.0,0.58
0.0,0.04201368585513599,0.9178553577812425,0.040130956363621656,0.0,3.0,0.83
0.0,0.018847481982858898,0.971014785758883,0.010137732258258347,0.0,3.0,0.83
0.0,0.09943752612109383,0.8839232564571922,0.01663921742171449,0.0,3.0,0.83
0.0,0.0007549084299824253,0.9982799992019443,0.0009650923680732728,0.0,3.0,0.75
0.0,0.0019003828877053011,0.9978646258918665,0.0002349912204280945,0.0,3.0,0.75
0.0,0.011028511479236539,0.9816788324407434,0.007292656080020395,0.0,3.0,0.75
0.0,0.03483363601417983,0.906187053255227,0.05897931073059335,0.0,3.0,0.75
0.0,0.018126054619353193,0.9580263739096824,0.023847571470964488,0.0,3.0,0.75
0.0,0.02277071777552329,0.9772292822244761,0.0,0.0,3.0,1.0
0.0,0.08272959668852323,0.9172704033114778,0.0,0.0,3.0,0.9199999999999999
0.0,0.08272959668852323,0.9172704033114778,0.0,0.0,3.0,0.9199999999999999
0.0,0.05671220952083756,0.9432877904791631,0.0,0.0,3.0,0.9199999999999999
0.0,0.06755614674989112,0.9324438532501095,0.0,0.0,3.0,0.9199999999999999
0.0,0.006994931034944378,0.9930050689650557,0.0,0.0,3.0,1.0
0.0,0.1369766324494613,0.8630233675505387,0.0,0.0,3.0,0.87
0.0,0.08381782454121657,0.9161821754587834,0.0,0.0,3.0,0.87
0.0,0.154348567685162,0.8456514323148382,0.0,0.0,3.0,0.87
0.0,0.1178704573530095,0.8821295426469908,0.0,0.0,3.0,0.9199999999999999
0.0,0.1178704573530095,0.8821295426469908,0.0,0.0,3.0,0.9199999999999999
0.0,0.154348567685162,0.8456514323148382,0.0,0.0,3.0,0.87
0.0,0.04852492714838521,0.9508435560228593,0.000631516828756292,0.0,3.0,0.9199999999999999
0.0,0.04852492714838521,0.9508435560228593,0.000631516828756292,0.0,3.0,0.9199999999999999
0.0,0.1178704573530095,0.8821295426469908,0.0,0.0,3.0,0.9199999999999999
